card_id,bank,name,severity,failed_checks,annual_fee,forex,finance_pm,apply_url_status,source_section
icici-icici-bank-ascent-american-express-r-credit-card,ICICI,ICICI Bank Ascent American Express (R) Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,1000,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, ICICI Bank Asce"
icici-icici-bank-coral-credit-card,ICICI,ICICI Bank Coral Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no badge,500,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, ICICI Bank Cora"
icici-icici-bank-coral-credit-card-against-fixed-deposit,ICICI,ICICI Bank Coral Credit Card against Fixed Deposit,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge,500,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, ICICI Bank Cora"
icici-icici-bank-diamant-world-mastercard-credit-card,ICICI,ICICI Bank Diamant World Mastercard Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,10000,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.4, ICICI Bank Diam"
icici-icici-bank-emeralde-credit-card,ICICI,ICICI Bank Emeralde Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”,12000,2,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, ICICI Bank Emer"
icici-icici-bank-emeralde-private-credit-card,ICICI,ICICI Bank Emeralde Private Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge,12000,2,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, ICICI Bank Emer"
icici-icici-bank-emeralde-private-metal-credit-card,ICICI,ICICI Bank Emeralde Private Metal Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”,12499,2,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, ICICI Bank Emer"
icici-icici-bank-expressions-credit-card,ICICI,ICICI Bank Expressions Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no badge,499,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.4, ICICI Bank Expr"
icici-icici-bank-hpcl-platinum-credit-card-icici-bank-hpcl-titanium-credit-card-icici-bank-hpcl-coral-credit-card,ICICI,ICICI Bank HPCL Platinum Credit Card / ICICI Bank HPCL Titanium Credit Card / ICICI Bank HPCL Coral Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,199,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, ICICI Bank HPCL"
icici-icici-bank-hpcl-super-saver-credit-card,ICICI,ICICI Bank HPCL Super Saver Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no badge,500,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, ICICI Bank HPCL"
icici-icici-bank-instant-platinum-credit-card,ICICI,ICICI Bank Instant Platinum Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,0,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, ICICI Bank Inst"
icici-icici-bank-nri-coral-credit-card,ICICI,ICICI Bank NRI Coral Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,500,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.4, ICICI Bank NRI "
icici-icici-bank-nri-sapphiro-credit-card,ICICI,ICICI Bank NRI Sapphiro Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,3500,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.4, ICICI Bank NRI "
icici-icici-bank-parakram-credit-card,ICICI,ICICI Bank Parakram Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no badge,0,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, ICICI Bank Para"
icici-icici-bank-parakram-select-credit-card,ICICI,ICICI Bank Parakram Select Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no rewards; no lounge; no badge,0,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, ICICI Bank Para"
icici-icici-bank-platinum-chip-credit-card,ICICI,ICICI Bank Platinum Chip Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,0,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, ICICI Bank Plat"
icici-icici-bank-platinum-identity-credit-card,ICICI,ICICI Bank Platinum Identity Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,750,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, ICICI Bank Plat"
icici-icici-bank-rubyx-credit-card,ICICI,ICICI Bank Rubyx Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”,2000,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, ICICI Bank Ruby"
icici-icici-bank-rubyx-credit-card-against-fixed-deposit,ICICI,ICICI Bank Rubyx Credit Card against Fixed Deposit,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge,2000,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.4, ICICI Bank Ruby"
icici-icici-bank-sapphiro-credit-card,ICICI,ICICI Bank Sapphiro Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”,3500,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, ICICI Bank Sapp"
icici-icici-bank-signature-credit-card,ICICI,ICICI Bank Signature Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,2000,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, ICICI Bank Sign"
icici-icici-bank-unifare-credit-card,ICICI,ICICI Bank Unifare Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,299,3.5,3.75,missing,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, ICICI Bank Unif"
icici-makemytrip-icici-bank-credit-card,ICICI,MakeMyTrip ICICI Bank Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”,999,0.99,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, MakeMyTrip ICIC"
icici-makemytrip-icici-bank-platinum-credit-card,ICICI,MakeMyTrip ICICI Bank Platinum Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no rewards; no lounge; no badge,0,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, MakeMyTrip ICIC"
icici-makemytrip-icici-bank-signature-credit-card,ICICI,MakeMyTrip ICICI Bank Signature Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no rewards; no lounge,0,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.3, MakeMyTrip ICIC"
icici-manchester-united-platinum-credit-card,ICICI,Manchester United Platinum Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no badge,499,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, Manchester Unit"
icici-manchester-united-signature-credit-card,ICICI,Manchester United Signature Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no badge,2499,3.5,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.2, Manchester Unit"
icici-mine-credit-card-by-icici-bank,ICICI,Mine Credit Card by ICICI Bank,BLOCKER,CARVEOUT LEAK: cash_advance:“Times Black ICICI Bank Credit Card”; cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”; no apply_url; no rewards; no lounge; no badge,,3.5,3.75,missing,Section I a)1. Mine Credit Card by ICICI Bank monthly plan table p.5
icici-times-black-icici-bank-credit-card,ICICI,Times Black ICICI Bank Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“ICICI Bank Emeralde Private Metal Credit Card”; cash_advance:“ICICI Bank Emeralde Private Credit Card”; cash_advance:“ICICI Bank Emeralde Credit Card”,20000,1.49,3.75,foreign-host:icici.bank.in,"Section I a)1. Joining/Annual/Supplementary Card Fees table p.1, Times Black ICI"
idfc-ashva-credit-card,IDFC FIRST,Ashva Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,2999,1,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, Ashva row (2,99"
idfc-club-vistara-idfc-first-credit-card,IDFC FIRST,Club Vistara IDFC FIRST Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no apply_url; no rewards; no lounge; no badge,4999,2.99,3.85,missing,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, Club Vistara ro"
idfc-diamond-reserve-credit-card,IDFC FIRST,Diamond Reserve Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,3000,0,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, Diamond Reserve"
idfc-employee-credit-card,IDFC FIRST,Employee Credit Card,BLOCKER,CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no apply_url; no rewards; no lounge; no badge,0,1.99,3.85,missing,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2 (Nil/Nil row gro"
idfc-first-classic-credit-card,IDFC FIRST,FIRST Classic Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,0,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2 (Nil/Nil row gro"
idfc-first-digital-rupay-credit-card,IDFC FIRST,FIRST Digital RuPay Credit Card,BLOCKER,apply_url off-domain; no lounge; no badge,199,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST Digital R"
idfc-first-ea-n-credit-card,IDFC FIRST,FIRST EA₹N Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,499,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST EA₹N row "
idfc-first-millennia-credit-card,IDFC FIRST,FIRST Millennia Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,0,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2 (Nil/Nil row gro"
idfc-first-power-credit-card,IDFC FIRST,FIRST Power Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,199,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST Power row"
idfc-first-power-credit-card-2,IDFC FIRST,FIRST Power+ Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,499,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST Power+ ro"
idfc-first-private-credit-card,IDFC FIRST,FIRST Private Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”,50000,0,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST Private r"
idfc-first-select-credit-card,IDFC FIRST,FIRST Select Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,0,1.99,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2 (Nil/Nil row gro"
idfc-first-swyp-credit-card,IDFC FIRST,FIRST SWYP Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,499,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST SWYP row "
idfc-first-wealth-credit-card,IDFC FIRST,FIRST Wealth Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,0,1.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2 (Nil/Nil row gro"
idfc-first-wow-black-credit-card,IDFC FIRST,FIRST WOW! Black Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,750,0,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST WOW! Blac"
idfc-first-wow-credit-card,IDFC FIRST,FIRST WOW! Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,0,0,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, FIRST WOW! row "
idfc-gaj-credit-card,IDFC FIRST,Gaj: Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,12500,0,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, Gaj: row (12,50"
idfc-indigo-idfc-first-credit-card,IDFC FIRST,IndiGo IDFC FIRST Credit Card,BLOCKER,bad network=Mastercard / RuPay (dual); apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge,4999,1.49,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, IndiGo IDFC FIR"
idfc-lic-classic-credit-card,IDFC FIRST,LIC Classic Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,0,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, LIC Classic row"
idfc-lic-select-credit-card,IDFC FIRST,LIC Select Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”; no lounge; no badge,0,3.5,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, LIC Select row "
idfc-mayura-credit-card,IDFC FIRST,Mayura Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“FIRST Digital RuPay Credit Card”,5999,0,3.85,foreign-host:idfcfirst.bank.in,"Sec 1 Joining Fees, Annual Fees and Add-on Card Fees table, p.2, Mayura row (5,9"
indusind-chelsea-fc,IndusInd,Chelsea FC,BLOCKER,bad network=unknown; no apply_url; no rewards; no lounge; no badge,500,3.5,3.83,missing,"FEES AND CHARGES, Schedule of Charges table p.2, 'Chelsea FC' row (Joining Fee 1"
indusind-iconia,IndusInd,Iconia,BLOCKER,apply_url off-domain; no lounge,0,3.5,3.83,foreign-host:indusind.bank.in,"FEES AND CHARGES, Schedule of Charges table p.2, 'Iconia' row (Joining Fee 17999"
indusind-jet-airways-indusind-bank-odyssey-credit-card,IndusInd,Jet Airways IndusInd Bank Odyssey Credit Card,BLOCKER,bad network=unknown; no apply_url; no rewards; no lounge; no badge,4000,3.5,3.83,missing,"FEES AND CHARGES, Schedule of Charges table p.2, 'Jet Airways IndusInd Bank Odys"
indusind-jet-airways-indusind-bank-voyage-credit-card,IndusInd,Jet Airways IndusInd Bank Voyage Credit Card,BLOCKER,bad network=unknown; no apply_url; no rewards; no lounge; no badge,2000,3.5,3.83,missing,"FEES AND CHARGES, Schedule of Charges table p.2, 'Jet Airways IndusInd Bank Voya"
indusind-pinnacle,IndusInd,Pinnacle,BLOCKER,apply_url off-domain,0,3.5,3.83,foreign-host:indusind.bank.in,"FEES AND CHARGES, Schedule of Charges table p.2, 'Pinnacle' row (Joining Fee 100"
indusind-platinum,IndusInd,Platinum,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,0,3.5,3.83,foreign-host:indusind.bank.in,"FEES AND CHARGES, Schedule of Charges table p.2, 'Platinum' row (Joining Fee 179"
indusind-platinum-aura,IndusInd,Platinum Aura,BLOCKER,apply_url off-domain; no rewards; no lounge; no badge,0,3.5,3.83,foreign-host:indusind.bank.in,"FEES AND CHARGES, Schedule of Charges table p.2, 'Platinum Aura' row (Joining Fe"
indusind-platinum-select,IndusInd,Platinum Select,BLOCKER,bad network=unknown; apply_url off-domain; no rewards; no lounge; no badge,0,3.5,3.83,foreign-host:indusind.bank.in,"FEES AND CHARGES, Schedule of Charges table p.2, 'Platinum Select' row (Joining "
indusind-worldmiles-platinum,IndusInd,Worldmiles Platinum,BLOCKER,bad network=unknown; no apply_url; no rewards; no lounge; no badge,1500,3.5,3.83,missing,"FEES AND CHARGES, Schedule of Charges table p.2, 'Worldmiles Platinum' row (Join"
indusind-worldmiles-signature,IndusInd,Worldmiles Signature,BLOCKER,bad network=unknown; no apply_url; no rewards; no lounge; no badge,2500,3.5,3.83,missing,"FEES AND CHARGES, Schedule of Charges table p.2, 'Worldmiles Signature' row (Joi"
kotak-6e-rewards-indigo-kotak-credit-card,Kotak,6E Rewards – IndiGo Kotak Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,700,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, 6E Rewards – IndiGo Kotak Credit Card row (Joining ₹700 / Annual "
kotak-6e-rewards-xl-indigo-kotak-credit-card,Kotak,6E Rewards XL IndiGo Kotak Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”,1500,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, 6E Rewards XL IndiGo Kotak Credit Card row (Joining ₹1,500 / Annu"
kotak-delight-platinum,Kotak,Delight Platinum,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,299,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Delight Platinum# row (Joining ₹1,999 / Annual ₹299)"
kotak-dream-different,Kotak,Dream Different,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Kotak811 Super Money Credit Card”; no rewards; no lounge; no badge,0,2,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Dream Different row (Joining ₹250 / NIL / ₹3500 for Metal Dream D"
kotak-essentia-platinum,Kotak,Essentia Platinum,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,749,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Essentia Platinum row (Joining ₹1,499 / Annual ₹749)"
kotak-feast-gold,Kotak,Feast Gold,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,499,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Feast Gold1 row (Joining NIL / Annual ₹499)"
kotak-fortune-gold,Kotak,Fortune Gold,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,0,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.4, Fortune Gold row (Joining NIL / Annual NIL)"
kotak-indigo-kotak-credit-card,Kotak,IndiGo Kotak Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge; no badge,1500,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, IndiGo Kotak Credit Card row (Joining ₹1,500 / Annual ₹1,500)"
kotak-indigo-kotak-premium-credit-card,Kotak,IndiGo Kotak Premium Credit Card,BLOCKER,apply_url off-domain; CARVEOUT LEAK: cash_advance:“Kotak Solitaire Credit Card”; cash_advance:“Dream Different”; cash_advance:“Kotak811 Super Money Credit Card”; no lounge,3000,3.5,3.75,foreign-host:kotak.bank.in,"Fee table p.3, IndiGo Kotak Premium Credit Card row (Joining ₹3,000 / Annual ₹3,"
