card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
icici-mine-credit-card-by-icici-bank,ICICI,Mine Credit Card by ICICI Bank,retail,,,,"Monthly plans: Starter Free Plan Nil; Pro 49 Plan Rs.49/month (reversed on spends of Rs.10,000 in plan cycle); Premium 149 Plan Rs.149/month (reversed on spends of Rs.20,000 in plan cycle). Charged monthly, not annually.",3.5,3.75,45,"On all cards - 2.5% on advanced amount, subject to minimum transaction fee of Rs.500. Exception: ICICI Bank Emeralde Private Metal Credit Card - Nil, ICICI Bank Emeralde Credit Card - Nil, ICICI Bank Emeralde Private Credit Card - Nil, Times Black ICICI Bank Credit Card - Nil","Finance charges for the revolving credit facility on retail transactions and cash advances = 3.75% per month i.e., 45% per annum. Interest is levied on all cash advances from the date of the transaction until the date of payment (no interest-free period on cash advances). The rate may vary at ICICI Bank's discretion - as low as 1.25% per month (15% per annum) and, in case of default, up to a maximum of 3.75% per month (45% per annum).","Less than Rs.100: None; Between Rs.100-Rs.500: Rs.100; Between Rs.501-Rs.1,000: Rs.500; Between Rs.1,001-Rs.5,000: Rs.600; Between Rs.5,001-Rs.10,000: Rs.750; Between Rs.10,001-Rs.25,000: Rs.900; Between Rs.25,001-Rs.50,000: Rs.1,100; More than Rs.50,000: Rs.1,300 (excluding ICICI Bank Emeralde Private Metal Credit Card)",RuPay,medium,,,,,unmatched,needs_review,Section I a)1. Mine Credit Card by ICICI Bank monthly plan table p.5,https://www.icici.bank.in/managed-assets/docs/personal/cards/mitc_cc.pdf
sbi-aurum,SBI,AURUM,retail,super_premium,9999,9999,Waived off on annual spends of 12 Lakh or more in the preceding year,1.99,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,medium,"Milestone vouchers: Rs.1,500 TATA CLiQ e-Gift on Rs.1 lakh monthly spend; up to Rs.20,000 Apple Premium Reseller Gift Card and TAJ Experiences vouchers on annual spend milestones","Access to 1,000+ airport lounges worldwide",metal card,,matched,needs_review,"Fee table (table index 0), AURUM row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-elite,SBI,SBI Card ELITE,retail,premium,4999,4999,Waived off on annual spends of 10 Lakh or more in the preceding year,1.99,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,"2 Reward Points per Rs.100 spent; 10 Reward Points per Rs.100 on dining, departmental stores, grocery and movies; 15,000 bonus Reward Points on annual spends of Rs.3 Lakh",Complimentary domestic and international airport lounge access,premium,https://www.sbicard.com/en/personal/credit-cards/lifestyle/sbi-card-elite.page,matched,needs_review,"Fee table (table index 0), SBI Card ELITE row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-elite-advantage,SBI,SBI Card ELITE Advantage,retail,,4999,4999,Waived off on annual spends of 10 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table (table index 0), SBI Card ELITE Advantage row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-prime,SBI,SBI Card PRIME,retail,premium,2999,2999,Waived off on annual spends of 3 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard/RuPay,low,"10 Reward Points per Rs.100 on dining, groceries, departmental stores and movies; 20 Reward Points per Rs.100 on utility bill standing instructions and on birthday spends; Rs.7,000 e-Gift voucher on Rs.5 lakh annual spend milestone",8 complimentary domestic lounge visits/year (max 2/quarter); 4 international Priority Pass visits/year (max 2/quarter),premium,https://www.sbicard.com/en/personal/credit-cards/rewards/sbi-card-prime.page,matched,needs_review,"Fee table (table index 0), SBI Card PRIME row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-prime-advantage,SBI,SBI Card PRIME Advantage,retail,,2999,2999,Waived off on annual spends of 3 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table (table index 0), SBI Card PRIME Advantage row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-doctor-s-sbi-card,SBI,Doctor's SBI Card,retail,premium,1499,1499,Waived off on annual spends of 2 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,low,5X reward points on accelerated categories; 1 Reward Point per Rs.100 on other spends,International and domestic airport lounge access,premium,https://www.sbicard.com/en/personal/credit-cards/doctors-sbi-card.html,matched,needs_review,"Fee table (table index 0), Doctor's SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-shaurya-select-sbi-card,SBI,Shaurya Select SBI Card,retail,premium,0,1499,Waived off on annual spends of 1.5 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/RuPay,low,"10 Reward Points per Rs.100 on CSD, dining, grocery, departmental store and movie spends; 2 Reward Points per Rs.100 on other spends",4 complimentary domestic airport lounge visits/year (1 per quarter),premium,https://www.sbicard.com/en/personal/credit-cards/defense/shaurya-select-sbi-card.page,matched,needs_review,"Fee table (table index 0), Shaurya Select SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-shaurya-sbi-card,SBI,Shaurya SBI Card,retail,entry,250,250,"Waived off on annual spends of 50,000 or more in the preceding year",3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/RuPay,low,"5 Reward Points per Rs.100 on CSD, dining, departmental store/grocery and movie spends; 1 Reward Point per Rs.100 on other eligible spends",,,https://www.sbicard.com/en/personal/credit-cards/defense/shaurya-sbi-card.page,matched,needs_review,"Fee table (table index 0), Shaurya SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-pulse,SBI,SBI Card PULSE,retail,premium,1499,1499,Waived off on annual spends of 2 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,low,"Earn Reward Points on all spends, redeemable from the Rewards Catalogue",Domestic airport lounge access,premium,https://www.sbicard.com/en/personal/credit-cards/lifestyle/sbi-card-pulse.page,matched,needs_review,"Fee table (table index 0), SBI Card PULSE row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-cashback-sbi-card,SBI,CASHBACK SBI Card,retail,mid_tier,999,999,Waived off on annual spends of 2 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/RuPay,medium,"5% cashback on online spends and 1% on offline spends (each capped at Rs.2,000/statement cycle); 1% fuel surcharge waiver (Rs.500-Rs.3,000)",Airport lounge access,,https://www.sbicard.com/en/personal/credit-cards/cashback-sbi-card.html,matched,needs_review,"Fee table (table index 0), CASHBACK SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-simplyclick-sbi-card,SBI,SimplyCLICK SBI Card,retail,entry,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,medium,"10X reward points on online spends with partners (Amazon, Apollo24x7, BookMyShow, Cleartrip, Eazydiner, Lenskart, Netmeds); 5X on all other online spends",,,https://www.sbicard.com/en/personal/credit-cards/shopping/simplyclick-sbi-card.page,matched,needs_review,"Fee table (table index 0), SimplyCLICK SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-simplyclick-advantage-sbi-card,SBI,SimplyCLICK Advantage SBI Card,retail,,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table (table index 0), SimplyCLICK Advantage SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-simplysave-sbi-card,SBI,SimplySAVE SBI Card,retail,entry,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard/RuPay,medium,"10 Reward Points per Rs.150 on dining, movies, departmental stores and grocery spends; 1 Reward Point per Rs.150 on other spends",,,https://www.sbicard.com/en/personal/credit-cards/shopping/simplysave-sbi-card-sprint.page,matched,needs_review,"Fee table (table index 0), SimplySAVE SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-simplysave-advantage-sbi-card,SBI,SimplySAVE Advantage SBI Card,retail,,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,,,,,unmatched,needs_review,"Fee table (table index 0), SimplySAVE Advantage SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-unnati,SBI,SBI Card Unnati,retail,entry,0,499,499 (5th Year Onwards),3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,medium,"1 Reward Point per Rs.100 spent; Rs.500 cashback on annual spends of Rs.50,000 or more",,,https://www.sbicard.com/en/personal/credit-cards/shopping/sbi-card-unnati.page,matched,needs_review,"Fee table (table index 0), SBI Card Unnati row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-krishak-unnati-sbi-card,SBI,Krishak Unnati SBI Card,retail,,0,499,"Waived off on annual spends of 30,000 or more in the preceding year",3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",RuPay,medium,,,,,unmatched,needs_review,"Fee table (table index 0), Krishak Unnati SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-sbi-card-vyapaar-unnati,SBI,SBI Card Vyapaar Unnati,business,,499,499,Free for first 4 years,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",RuPay,low,,,,,unmatched,needs_review,"Fee table (table index 0), SBI Card Vyapaar Unnati row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-aditya-birla-sbi-card,SBI,Aditya Birla SBI Card,retail,mid_tier,499,499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,low,"10 Reward Points per Rs.100 spent at Aditya Birla stores; 5 Reward Points per Rs.100 on dining, entertainment and hotels",,,https://www.sbicard.com/en/personal/credit-cards/rewards/aditya-birla-sbi-card.page,matched,needs_review,"Fee table (table index 0), Aditya Birla SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-aditya-birla-sbi-card-select,SBI,Aditya Birla SBI Card SELECT,retail,premium,1499,1499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,low,"20X Reward Points per Rs.100 on Aditya Birla stores; 10X Reward Points per Rs.100 on entertainment, dining and hotels; 2X Reward Point per Rs.200 on other categories",,premium,https://www.sbicard.com/en/personal/credit-cards/rewards/aditya-birla-sbi-card-select.page,matched,needs_review,"Fee table (table index 0), Aditya Birla SBI Card SELECT row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-air-india-sbi-platinum-card,SBI,Air India SBI Platinum Card,retail,mid_tier,1499,1499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,high,"15 Reward Points per Rs.100 on Air India tickets booked via airindia.in and the Air India app; 2 Reward Points per Rs.100 on other spends; up to 15,000 bonus Reward Points on annual spends",8 complimentary domestic Visa lounge visits/year (max 2/quarter),,https://www.sbicard.com/en/personal/credit-cards/travel/air-india-sbi-platinum-card.page,matched,needs_review,"Fee table (table index 0), Air India SBI Platinum Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-air-india-sbi-signature-card,SBI,Air India SBI Signature Card,retail,premium,4999,4999,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,medium,Accelerated Reward Points on Air India ticket spends; Reward Points redeemable against Air India air miles,,premium,https://www.sbicard.com/en/personal/credit-cards/air-india-sbi-signature-card.html,matched,needs_review,"Fee table (table index 0), Air India SBI Signature Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-apollo-sbi-card,SBI,Apollo SBI Card,retail,mid_tier,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,"10 Reward Points per Rs.100 on Apollo 24|7 and Apollo Pharmacy; 2 Reward Points per Rs.100 on dining, movies, entertainment and travel; up to 25% value back on medicines via Apollo Circle benefits",,,https://www.sbicard.com/en/personal/credit-cards/rewards/apollo-sbi-card.page,matched,needs_review,"Fee table (table index 0), Apollo SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-bpcl-sbi-card,SBI,BPCL SBI Card,retail,mid_tier,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,medium,"13 Reward Points per Rs.100 on BPCL fuel (3.25% value back); 5 Reward Points per Rs.100 on groceries, departmental stores, dining and movies; 1% fuel surcharge waiver at BPCL outlets",,,https://www.sbicard.com/en/personal/credit-cards/bpcl-sbi-card.html,matched,needs_review,"Fee table (table index 0), BPCL SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-bpcl-sbi-card-octane,SBI,BPCL SBI Card Octane,retail,mid_tier,1499,1499,Waived off on annual spends of 2 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,medium,"25X reward points (7.25% value back incl. surcharge waiver) on BPCL fuel and lubricant spends; 10X reward points on groceries, departmental stores, movies and dining",,,https://www.sbicard.com/en/personal/credit-cards/travel/bpcl-sbi-card-octane.page,matched,needs_review,"Fee table (table index 0), BPCL SBI Card Octane row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
